1785859238.303747 server started (2970769): version 3.4, socket /tmp/tmux-1001/default, protocol 8
1785859238.303791 on Linux 6.8.0-101-generic #101-Ubuntu SMP PREEMPT_DYNAMIC Mon Feb  9 10:15:05 UTC 2026
1785859238.303800 using libevent 2.1.12-stable poll
1785859238.303804 using ncurses 6.4 20240113
1785859238.307754 yylex_token: end at WS
1785859238.307757 yylex_token: command-prompt
1785859238.307760 yylex_token: end at WS
1785859238.307763 yylex_token: -I#S
1785859238.307767 yylex_token: end at WS
1785859238.307770 yylex_token: rename-session
1785859238.307773 yylex_token: end at WS
1785859238.307776 yylex_token: --
1785859238.307780 yylex_token: end at WS
1785859238.307782 yylex_token: %%
1785859238.307788 cmd_parse_build_commands 0:0: bind
1785859238.307792 cmd_parse_build_commands 0:1: -N
1785859238.307797 cmd_parse_build_commands 0:2: Rename current session
1785859238.307801 cmd_parse_build_commands 0:3: $
1785859238.307805 cmd_parse_build_commands 0:4 0:0: command-prompt
1785859238.307809 cmd_parse_build_commands 0:4 0:1: -I#S
1785859238.307826 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1785859238.307830 cmd_parse_build_commands 0:4 0:2 0:1: --
1785859238.307833 cmd_parse_build_commands 0:4 0:2 0:2: %%
1785859238.307838 cmd_parse_build_commands 0:0: command-prompt
1785859238.307842 cmd_parse_build_commands 0:1: -I#S
1785859238.307846 cmd_parse_build_commands 0:2 0:0: rename-session
1785859238.307850 cmd_parse_build_commands 0:2 0:1: --
1785859238.307853 cmd_parse_build_commands 0:2 0:2: %%
1785859238.307858 cmd_parse_build_commands 0:0: rename-session
1785859238.307861 cmd_parse_build_commands 0:1: --
1785859238.307864 cmd_parse_build_commands 0:2: %%
1785859238.307871 args_parse_flags: next --
1785859238.307875 args_parse: flags end at 2 of 3
1785859238.307878 args_parse: 2 = %% (type STRING)
1785859238.307884 cmd_parse_build_commands: rename-session "%%"
1785859238.307888 args_parse_flags: next -I#S
1785859238.307892 args_parse_flag_argument: -I = #S
1785859238.307895 args_parse: flags end at 2 of 3
1785859238.307900 args_parse: 2 = rename-session "%%" (type COMMANDS)
1785859238.307909 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1785859238.307913 args_parse_flags: next -N
1785859238.307917 args_parse_flag_argument: -N = Rename current session
1785859238.307920 args_parse_flags: next $
1785859238.307924 args_parse: flags end at 3 of 5
1785859238.307928 args_parse: 3 = $ (type STRING)
1785859238.307942 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1785859238.307957 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1785859238.307985 cmdq_get_command: [bind-key/0x585f6d486390] group 58
1785859238.307990 cmdq_append <global>: [bind-key/0x585f6d486390]
1785859238.308023 yylex_token: end at WS
1785859238.308026 yylex_token: bind
1785859238.308029 yylex_token: end at WS
1785859238.308032 yylex_token: -N
1785859238.308037 yylex_token: end at WS
1785859238.308040 yylex_token: Split window horizontally
1785859238.308044 yylex_get_word: %
1785859238.308048 yylex_token: end at WS
1785859238.308051 yylex_token: split-window
1785859238.308054 yylex_token: end at WS
1785859238.308057 yylex_token: -h
1785859238.308262 cmd_parse_build_commands 0:0: bind
1785859238.308275 cmd_parse_build_commands 0:1: -N
1785859238.308281 cmd_parse_build_commands 0:2: Split window horizontally
1785859238.308287 cmd_parse_build_commands 0:3: %
1785859238.308294 cmd_parse_build_commands 0:4 0:0: split-window
1785859238.308302 cmd_parse_build_commands 0:4 0:1: -h
1785859238.308308 cmd_parse_build_commands 0:0: split-window
1785859238.308312 cmd_parse_build_commands 0:1: -h
1785859238.308318 args_parse_flags: next -h
1785859238.308321 args_parse_flags: -h
1785859238.308324 args_parse: flags end at 2 of 2
1785859238.308328 cmd_parse_build_commands: split-window -h
1785859238.308331 args_parse_flags: next -N
1785859238.308333 args_parse_flag_argument: -N = Split window horizontally
1785859238.308336 args_parse_flags: next %
1785859238.308341 args_parse: flags end at 3 of 5
1785859238.308344 args_parse: 3 = % (type STRING)
1785859238.308348 args_parse: 4 = split-window -h (type COMMANDS)
1785859238.308356 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1785859238.308362 cmdq_get_command: [bind-key/0x585f6d486490] group 70
1785859238.308366 cmdq_append <global>: [bind-key/0x585f6d486490]
1785859238.308372 yylex_token: end at WS
1785859238.308375 yylex_token: bind
1785859238.308378 yylex_token: end at WS
1785859238.308381 yylex_token: -N
1785859238.308384 yylex_token: end at WS
1785859238.308388 yylex_token: Kill current window
1785859238.308390 yylex_token: end at WS
1785859238.308392 yylex_token: &
1785859238.308395 yylex_token: end at WS
1785859238.308398 yylex_token: confirm-before
1785859238.308401 yylex_token: end at WS
1785859238.308404 yylex_token: -pkill-window #W? (y/n)
1785859238.308407 yylex_token: end at WS
1785859238.308409 yylex_token: kill-window
1785859238.308413 cmd_parse_build_commands 0:0: bind
1785859238.308416 cmd_parse_build_commands 0:1: -N
1785859238.308419 cmd_parse_build_commands 0:2: Kill current window
1785859238.308422 cmd_parse_build_commands 0:3: &
1785859238.308425 cmd_parse_build_commands 0:4 0:0: confirm-before
1785859238.308430 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1785859238.308434 cmd_parse_build_commands 0:4 0:2: kill-window
1785859238.308440 cmd_parse_build_commands 0:0: confirm-before
1785859238.308445 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1785859238.308450 cmd_parse_build_commands 0:2: kill-window
1785859238.308456 args_parse_flags: next -pkill-window #W? (y/n)
1785859238.308460 args_parse_flag_argument: -p = kill-window #W? (y/n)
1785859238.308463 args_parse_flags: next kill-window
1785859238.310096 args_parse: flags end at 2 of 3
1785859238.310108 args_parse: 2 = kill-window (type STRING)
1785859238.310123 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1785859238.310127 args_parse_flags: next -N
1785859238.310132 args_parse_flag_argument: -N = Kill current window
1785859238.310135 args_parse_flags: next &
1785859238.310138 args_parse: flags end at 3 of 5
1785859238.310142 args_parse: 3 = & (type STRING)
1785859238.310151 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1785859238.310179 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1785859238.310187 cmdq_get_command: [bind-key/0x585f6d486b20] group 78
1785859238.310192 cmdq_append <global>: [bind-key/0x585f6d486b20]
1785859238.310197 yylex_token: end at WS
1785859238.310205 yylex_token: bind
1785859238.310209 yylex_token: end at WS
1785859238.310211 yylex_token: -N
1785859238.310217 yylex_token: end at WS
1785859238.310221 yylex_token: Prompt for window index to select
1785859238.310224 yylex_token: end at WS
1785859238.310227 yylex_token: '
1785859238.310232 yylex_token: end at WS
1785859238.310236 yylex_token: command-prompt
1785859238.310239 yylex_token: end at WS
1785859238.310243 yylex_token: -T
1785859238.310248 yylex_token: end at WS
1785859238.310252 yylex_token: window-target
1785859238.310256 yylex_token: end at WS
1785859238.310259 yylex_token: -pindex
1785859238.310263 yylex_token: end at WS
1785859238.310266 yylex_token: select-window
1785859238.310269 yylex_token: end at WS
1785859238.310272 yylex_token: -t
1785859238.310275 yylex_token: end at WS
1785859238.310278 yylex_token: :%%
1785859238.310285 cmd_parse_build_commands 0:0: bind
1785859238.310288 cmd_parse_build_commands 0:1: -N
1785859238.310293 cmd_parse_build_commands 0:2: Prompt for window index to select
1785859238.310297 cmd_parse_build_commands 0:3: '
1785859238.310303 cmd_parse_build_commands 0:4 0:0: command-prompt
1785859238.310311 cmd_parse_build_commands 0:4 0:1: -T
1785859238.310314 cmd_parse_build_commands 0:4 0:2: window-target
1785859238.310318 cmd_parse_build_commands 0:4 0:3: -pindex
1785859238.310321 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1785859238.310324 cmd_parse_build_commands 0:4 0:4 0:1: -t
1785859238.310327 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1785859238.310332 cmd_parse_build_commands 0:0: command-prompt
1785859238.310335 cmd_parse_build_commands 0:1: -T
1785859238.310337 cmd_parse_build_commands 0:2: window-target
1785859238.310340 cmd_parse_build_commands 0:3: -pindex
1785859238.310344 cmd_parse_build_commands 0:4 0:0: select-window
1785859238.310347 cmd_parse_build_commands 0:4 0:1: -t
1785859238.310350 cmd_parse_build_commands 0:4 0:2: :%%
1785859238.310356 cmd_parse_build_commands 0:0: select-window
1785859238.310361 cmd_parse_build_commands 0:1: -t
1785859238.310365 cmd_parse_build_commands 0:2: :%%
1785859238.310374 args_parse_flags: next -t
1785859238.310379 args_parse_flag_argument: -t = :%%
1785859238.310383 args_parse: flags end at 3 of 3
1785859238.310392 cmd_parse_build_commands: select-window -t ":%%"
1785859238.310397 args_parse_flags: next -T
1785859238.310401 args_parse_flag_argument: -T = window-target
1785859238.310406 args_parse_flags: next -pindex
1785859238.310410 args_parse_flag_argument: -p = index
1785859238.310414 args_parse: flags end at 4 of 5
1785859238.310423 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1785859238.310442 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1785859238.310446 args_parse_flags: next -N
1785859238.310450 args_parse_flag_argument: -N = Prompt for window index to select
1785859238.310453 args_parse_flags: next '
1785859238.310456 args_parse: flags end at 3 of 5
1785859238.310460 args_parse: 3 = ' (type STRING)
1785859238.310471 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1785859238.310489 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1785859238.310497 cmdq_get_command: [bind-key/0x585f6d487a90] group 86
1785859238.310501 cmdq_append <global>: [bind-key/0x585f6d487a90]
1785859238.310517 yylex_token: end at WS
1785859238.310520 yylex_token: bind
1785859238.310523 yylex_token: end at WS
1785859238.310526 yylex_token: -N
1785859238.310531 yylex_token: end at WS
1785859238.310534 yylex_token: Switch to previous client
1785859238.310537 yylex_token: end at WS
1785859238.310540 yylex_token: (
1785859238.310544 yylex_token: end at WS
1785859238.310547 yylex_token: switch-client
1785859238.310550 yylex_token: end at WS
1785859238.310552 yylex_token: -p
1785859238.310557 cmd_parse_build_commands 0:0: bind
1785859238.310562 cmd_parse_build_commands 0:1: -N
1785859238.310567 cmd_parse_build_commands 0:2: Switch to previous client
1785859238.310577 cmd_parse_build_commands 0:3: (
1785859238.310583 cmd_parse_build_commands 0:4 0:0: switch-client
1785859238.310587 cmd_parse_build_commands 0:4 0:1: -p
1785859238.310594 cmd_parse_build_commands 0:0: switch-client
1785859238.310598 cmd_parse_build_commands 0:1: -p
1785859238.310609 args_parse_flags: next -p
1785859238.310613 args_parse_flags: -p
1785859238.310617 args_parse: flags end at 2 of 2
1785859238.310624 cmd_parse_build_commands: switch-client -p
1785859238.310628 args_parse_flags: next -N
1785859238.310634 args_parse_flag_argument: -N = Switch to previous client
1785859238.310638 args_parse_flags: next (
1785859238.310642 args_parse: flags end at 3 of 5
1785859238.310645 args_parse: 3 = ( (type STRING)
1785859238.310651 args_parse: 4 = switch-client -p (type COMMANDS)
1785859238.310665 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1785859238.310671 cmdq_get_command: [bind-key/0x585f6d487e10] group 98
1785859238.310677 cmdq_append <global>: [bind-key/0x585f6d487e10]
1785859238.310682 yylex_token: end at WS
1785859238.310686 yylex_token: bind
1785859238.310690 yylex_token: end at WS
1785859238.310693 yylex_token: -N
1785859238.310699 yylex_token: end at WS
1785859238.310704 yylex_token: Switch to next client
1785859238.310708 yylex_token: end at WS
1785859238.310711 yylex_token: )
1785859238.310716 yylex_token: end at WS
1785859238.310720 yylex_token: switch-client
1785859238.310724 yylex_token: end at WS
1785859238.310728 yylex_token: -n
1785859238.310750 cmd_parse_build_commands 0:0: bind
1785859238.310754 cmd_parse_build_commands 0:1: -N
1785859238.310758 cmd_parse_build_commands 0:2: Switch to next client
1785859238.310761 cmd_parse_build_commands 0:3: )
1785859238.310765 cmd_parse_build_commands 0:4 0:0: switch-client
1785859238.310769 cmd_parse_build_commands 0:4 0:1: -n
1785859238.310775 cmd_parse_build_commands 0:0: switch-client
1785859238.310779 cmd_parse_build_commands 0:1: -n
1785859238.310785 args_parse_flags: next -n
1785859238.310787 args_parse_flags: -n
1785859238.310790 args_parse: flags end at 2 of 2
1785859238.310794 cmd_parse_build_commands: switch-client -n
1785859238.310797 args_parse_flags: next -N
1785859238.310801 args_parse_flag_argument: -N = Switch to next client
1785859238.310803 args_parse_flags: next )
1785859238.310806 args_parse: flags end at 3 of 5
1785859238.310808 args_parse: 3 = ) (type STRING)
1785859238.310812 args_parse: 4 = switch-client -n (type COMMANDS)
1785859238.310822 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1785859238.310828 cmdq_get_command: [bind-key/0x585f6d488060] group 106
1785859238.310831 cmdq_append <global>: [bind-key/0x585f6d488060]
1785859238.310835 yylex_token: end at WS
1785859238.310837 yylex_token: bind
1785859238.310839 yylex_token: end at WS
1785859238.310841 yylex_token: -N
1785859238.310845 yylex_token: end at WS
1785859238.310847 yylex_token: Rename current window
1785859238.310850 yylex_token: end at WS
1785859238.310852 yylex_token: ,
1785859238.310855 yylex_token: end at WS
1785859238.310857 yylex_token: command-prompt
1785859238.310860 yylex_token: end at WS
1785859238.310862 yylex_token: -I#W
1785859238.310865 yylex_token: end at WS
1785859238.310868 yylex_token: rename-window
1785859238.310870 yylex_token: end at WS
1785859238.310872 yylex_token: --
1785859238.310874 yylex_token: end at WS
1785859238.310876 yylex_token: %%
1785859238.310881 cmd_parse_build_commands 0:0: bind
1785859238.310884 cmd_parse_build_commands 0:1: -N
1785859238.310886 cmd_parse_build_commands 0:2: Rename current window
1785859238.310889 cmd_parse_build_commands 0:3: ,
1785859238.310892 cmd_parse_build_commands 0:4 0:0: command-prompt
1785859238.310894 cmd_parse_build_commands 0:4 0:1: -I#W
1785859238.310898 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1785859238.310901 cmd_parse_build_commands 0:4 0:2 0:1: --
1785859238.310904 cmd_parse_build_commands 0:4 0:2 0:2: %%
1785859238.310909 cmd_parse_build_commands 0:0: command-prompt
1785859238.310923 cmd_parse_build_commands 0:1: -I#W
1785859238.310928 cmd_parse_build_commands 0:2 0:0: rename-window
1785859238.310933 cmd_parse_build_commands 0:2 0:1: --
1785859238.310937 cmd_parse_build_commands 0:2 0:2: %%
1785859238.310942 cmd_parse_build_commands 0:0: rename-window
1785859238.310945 cmd_parse_build_commands 0:1: --
1785859238.310949 cmd_parse_build_commands 0:2: %%
1785859238.310958 args_parse_flags: next --
1785859238.310962 args_parse: flags end at 2 of 3
1785859238.310967 args_parse: 2 = %% (type STRING)
1785859238.310975 cmd_parse_build_commands: rename-window "%%"
1785859238.310980 args_parse_flags: next -I#W
1785859238.310984 args_parse_flag_argument: -I = #W
1785859238.310989 args_parse: flags end at 2 of 3
1785859238.310996 args_parse: 2 = rename-window "%%" (type COMMANDS)
1785859238.311008 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1785859238.311012 args_parse_flags: next -N
1785859238.311015 args_parse_flag_argument: -N = Rename current window
1785859238.311019 args_parse_flags: next ,
1785859238.311024 args_parse: flags end at 3 of 5
1785859238.311028 args_parse: 3 = , (type STRING)
1785859238.311040 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1785859238.311318 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1785859238.311349 cmdq_get_command: [bind-key/0x585f6d4887e0] group 114
1785859238.311354 cmdq_append <global>: [bind-key/0x585f6d4887e0]
1785859238.311367 yylex_token: end at WS
1785859238.311371 yylex_token: bind
1785859238.311376 yylex_token: end at WS
1785859238.311379 yylex_token: -N
1785859238.311387 yylex_token: end at WS
1785859238.311391 yylex_token: Delete the most recent paste buffer
1785859238.311396 yylex_token: end at WS
1785859238.311399 yylex_token: -
1785859238.311404 yylex_token: end at WS
1785859238.311408 yylex_token: delete-buffer
1785859238.311415 cmd_parse_build_commands 0:0: bind
1785859238.311419 cmd_parse_build_commands 0:1: -N
1785859238.311425 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1785859238.311429 cmd_parse_build_commands 0:3: -
1785859238.311434 cmd_parse_build_commands 0:4 0:0: delete-buffer
1785859238.311442 cmd_parse_build_commands 0:0: delete-buffer
1785859238.311448 args_parse: flags end at 1 of 1
1785859238.311454 cmd_parse_build_commands: delete-buffer
1785859238.311458 args_parse_flags: next -N
1785859238.311462 args_parse_flag_argument: -N = Delete the most recent paste buffer
1785859238.311465 args_parse_flags: next -
1785859238.311468 args_parse: flags end at 3 of 5
1785859238.311472 args_parse: 3 = - (type STRING)
1785859238.311476 args_parse: 4 = delete-buffer (type COMMANDS)
1785859238.311487 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1785859238.311492 cmdq_get_command: [bind-key/0x585f6d489780] group 126
1785859238.311497 cmdq_append <global>: [bind-key/0x585f6d489780]
1785859238.311506 yylex_token: end at WS
1785859238.311508 yylex_token: bind
1785859238.311657 yylex_token: end at WS
1785859238.311663 yylex_token: -N
1785859238.311667 yylex_token: end at WS
1785859238.311669 yylex_token: Move the current window
1785859238.311672 yylex_token: end at WS
1785859238.311674 yylex_token: .
1785859238.311677 yylex_token: end at WS
1785859238.311679 yylex_token: command-prompt
1785859238.311682 yylex_token: end at WS
1785859238.311684 yylex_token: -T
1785859238.311687 yylex_token: end at WS
1785859238.311689 yylex_token: target
1785859238.311692 yylex_token: end at WS
1785859238.311695 yylex_token: move-window
1785859238.311697 yylex_token: end at WS
1785859238.311700 yylex_token: -t
1785859238.311720 yylex_token: end at WS
1785859238.311724 yylex_token: %%
1785859238.311730 cmd_parse_build_commands 0:0: bind
1785859238.311732 cmd_parse_build_commands 0:1: -N
1785859238.311735 cmd_parse_build_commands 0:2: Move the current window
1785859238.311738 cmd_parse_build_commands 0:3: .
1785859238.311741 cmd_parse_build_commands 0:4 0:0: command-prompt
1785859238.311754 cmd_parse_build_commands 0:4 0:1: -T
1785859238.311757 cmd_parse_build_commands 0:4 0:2: target
1785859238.311761 cmd_parse_build_commands 0:4 0:3 0:0: move-window
